student_id,school_year,attendance_rate,chronic_absenteeism_flag,average_assessment_score,basic_or_below_count,failed_course_count,average_final_grade,at_risk_flag,risk_due_to_attendance,risk_due_to_assessment,risk_due_to_course_failure
STU00135,2025,0.925,0,78.5,0,0,81.5,0,0,0,0
STU00136,2023,0.971,0,72.0,2,1,70.75,1,0,1,1
STU00136,2024,0.91,0,71.0,2,1,66.25,1,0,1,1
STU00136,2025,0.9,0,64.5,2,1,63.75,1,0,1,1
STU00137,2023,0.915,0,71.0,3,0,70.5,1,0,1,0
STU00137,2024,0.93,0,72.5,2,0,76.25,1,0,1,0
STU00137,2025,0.96,0,78.5,1,0,79.0,1,0,1,0
STU00138,2023,0.948,0,75.5,0,0,78.0,0,0,0,0
STU00138,2024,0.943,0,79.0,1,0,83.25,1,0,1,0
STU00138,2025,0.929,0,84.75,0,0,80.5,0,0,0,0
STU00139,2023,0.904,0,71.25,2,0,71.0,1,0,1,0
STU00139,2024,0.887,1,72.75,1,1,71.0,1,1,1,1
STU00139,2025,0.948,0,69.75,2,1,65.25,1,0,1,1
STU00140,2023,0.956,0,70.0,2,0,71.75,1,0,1,0
STU00140,2024,1.0,0,85.75,0,0,84.25,0,0,0,0
STU00140,2025,0.897,1,77.25,1,0,78.75,1,1,1,0
STU00141,2023,0.955,0,77.0,0,0,82.75,0,0,0,0
STU00141,2024,0.916,0,72.0,2,0,74.5,1,0,1,0
STU00141,2025,0.941,0,68.75,2,1,66.25,1,0,1,1
STU00142,2023,0.971,0,79.0,0,0,75.25,0,0,0,0
STU00142,2024,0.9388888888888888,0,77.0,0,0,78.0,0,0,0,0
STU00142,2025,0.899,1,67.5,3,0,69.0,1,1,1,0
STU00143,2023,0.835,1,53.5,4,3,50.0,1,1,1,1
STU00143,2024,0.876,1,66.5,3,2,61.75,1,1,1,1
STU00143,2025,0.848,1,70.0,1,0,67.75,1,1,1,0
STU00144,2023,1.0,0,86.25,0,0,87.0,0,0,0,0
STU00144,2024,0.959,0,81.5,1,0,80.75,1,0,1,0
STU00144,2025,0.977,0,85.5,1,0,83.0,1,0,1,0
STU00145,2023,0.953,0,82.5,1,0,80.75,1,0,1,0
STU00145,2024,0.935,0,75.5,0,0,72.75,0,0,0,0
STU00145,2025,0.947,0,80.5,0,0,83.5,0,0,0,0
STU00146,2023,0.928,0,66.75,2,2,68.0,1,0,1,1
STU00146,2024,0.932,0,85.5,0,0,88.25,0,0,0,0
STU00146,2025,0.946,0,82.0,0,0,82.0,0,0,0,0
STU00147,2023,0.904,0,62.5,4,1,59.25,1,0,1,1
STU00147,2024,0.887,1,67.25,3,0,70.0,1,1,1,0
STU00147,2025,0.917,0,64.5,4,1,66.5,1,0,1,1
STU00148,2023,0.912,0,66.5,2,0,65.75,1,0,1,0
STU00148,2024,0.907,0,71.0,2,1,68.75,1,0,1,1
STU00148,2025,0.96,0,73.0,2,0,74.5,1,0,1,0
STU00149,2023,0.91,0,78.0,1,0,80.5,1,0,1,0
STU00149,2024,0.938,0,70.5,2,0,75.5,1,0,1,0
STU00149,2025,0.946,0,78.5,1,1,75.75,1,0,1,1
STU00150,2023,0.971,0,69.25,2,1,67.25,1,0,1,1
STU00150,2024,0.914,0,68.0,3,2,67.75,1,0,1,1
STU00150,2025,0.964,0,76.5,1,0,77.25,1,0,1,0
STU00151,2023,0.903,0,69.0,2,1,68.0,1,0,1,1
STU00151,2024,0.952,0,67.5,3,2,62.25,1,0,1,1
STU00151,2025,0.939,0,74.0,1,0,76.25,1,0,1,0
STU00152,2023,0.977,0,79.5,0,1,75.5,1,0,0,1
STU00152,2024,0.949,0,73.25,0,0,82.0,0,0,0,0
STU00152,2025,0.944,0,85.75,0,0,84.75,0,0,0,0
STU00153,2023,0.87,1,73.75,1,1,72.0,1,1,1,1
STU00153,2024,0.875,1,72.75,1,0,71.75,1,1,1,0
STU00153,2025,0.916,0,72.0,2,0,77.75,1,0,1,0
STU00154,2023,0.96,0,71.0,2,1,70.25,1,0,1,1
STU00154,2024,0.972,0,82.75,0,0,74.25,0,0,0,0
STU00154,2025,0.983,0,82.75,0,0,80.75,0,0,0,0
STU00155,2023,0.978,0,78.0,2,0,75.75,1,0,1,0
STU00155,2024,0.91,0,81.5,0,0,79.25,0,0,0,0
STU00155,2025,0.897,1,75.75,1,0,76.5,1,1,1,0
STU00156,2023,0.921,0,67.75,2,1,66.5,1,0,1,1
STU00156,2024,0.988,0,74.25,0,0,74.5,0,0,0,0
STU00156,2025,0.916,0,69.25,2,0,72.5,1,0,1,0
STU00157,2023,0.921,0,68.75,2,1,72.75,1,0,1,1
STU00157,2024,0.915,0,75.75,0,0,70.75,0,0,0,0
STU00157,2025,0.948,0,69.5,1,0,72.75,1,0,1,0
STU00158,2023,0.943,0,80.5,0,0,79.25,0,0,0,0
STU00158,2024,0.949,0,75.0,2,1,76.75,1,0,1,1
STU00158,2025,0.955,0,78.75,1,0,82.75,1,0,1,0
STU00159,2023,0.9719101123595506,0,74.0,1,0,74.0,1,0,1,0
STU00159,2024,0.989,0,77.5,1,0,78.5,1,0,1,0
STU00159,2025,0.958,0,86.75,0,0,85.75,0,0,0,0
STU00160,2023,0.927,0,70.0,2,2,68.5,1,0,1,1
STU00160,2024,0.946,0,74.0,1,0,75.0,1,0,1,0
STU00160,2025,0.959,0,76.0,1,0,76.5,1,0,1,0
STU00161,2023,0.95,0,84.0,0,0,88.0,0,0,0,0
STU00161,2024,1.0,0,81.75,0,0,82.5,0,0,0,0
STU00161,2025,0.994,0,85.5,0,0,84.25,0,0,0,0
STU00162,2023,0.879,1,73.5,1,0,70.25,1,1,1,0
STU00162,2024,0.886,1,84.0,1,1,76.75,1,1,1,1
STU00162,2025,0.939,0,72.5,1,1,70.5,1,0,1,1
STU00163,2023,0.921,0,67.5,2,1,64.75,1,0,1,1
STU00163,2024,0.966,0,77.0,0,0,75.25,0,0,0,0
STU00163,2025,1.0,0,72.25,2,1,68.25,1,0,1,1
STU00164,2023,0.958,0,74.25,0,0,72.0,0,0,0,0
STU00164,2024,0.93,0,71.25,2,0,79.25,1,0,1,0
STU00164,2025,0.924,0,73.5,2,1,70.0,1,0,1,1
STU00165,2023,0.989,0,75.25,1,0,77.75,1,0,1,0
STU00165,2024,0.897,1,74.0,1,1,78.5,1,1,1,1
STU00165,2025,0.953,0,71.75,2,1,75.25,1,0,1,1
STU00166,2023,0.905,0,80.75,0,0,83.5,0,0,0,0
STU00166,2024,0.929,0,76.0,1,0,75.0,1,0,1,0
STU00166,2025,0.938,0,72.0,2,1,76.0,1,0,1,1
STU00167,2023,0.935,0,63.75,3,1,66.5,1,0,1,1
STU00167,2024,0.934,0,68.25,2,1,67.5,1,0,1,1
STU00167,2025,0.898,1,66.75,2,0,64.25,1,1,1,0
STU00168,2023,0.965,0,83.75,0,0,87.5,0,0,0,0
STU00168,2024,0.948,0,81.0,0,1,78.75,1,0,0,1
STU00168,2025,0.942,0,85.5,0,0,90.5,0,0,0,0
STU00169,2023,0.844,1,57.0,4,4,55.0,1,1,1,1
STU00169,2024,0.901,0,66.75,4,0,68.0,1,0,1,0
STU00169,2025,0.851,1,70.0,2,2,62.5,1,1,1,1
STU00170,2023,0.864,1,66.0,2,1,69.25,1,1,1,1
STU00170,2024,0.924,0,81.5,1,0,79.25,1,0,1,0
STU00170,2025,0.942,0,75.75,1,0,75.25,1,0,1,0
STU00171,2023,0.904,0,62.5,3,2,62.0,1,0,1,1
STU00171,2024,0.891,1,61.0,3,2,58.0,1,1,1,1
STU00171,2025,0.915,0,80.75,0,0,76.75,0,0,0,0
STU00172,2023,0.912,0,75.5,1,1,73.75,1,0,1,1
STU00172,2024,0.954,0,78.0,1,0,79.75,1,0,1,0
STU00172,2025,0.94,0,86.25,0,0,82.25,0,0,0,0
STU00173,2023,1.0,0,69.25,3,0,72.25,1,0,1,0
STU00173,2024,0.913,0,73.5,1,1,69.75,1,0,1,1
STU00173,2025,0.912,0,71.25,1,1,70.75,1,0,1,1
STU00174,2023,0.901,0,72.75,2,0,77.25,1,0,1,0
STU00174,2024,0.964,0,72.0,2,1,74.66666666666667,1,0,1,1
STU00174,2025,0.918,0,78.25,1,0,80.75,1,0,1,0
STU00175,2023,0.89,1,62.25,3,2,64.0,1,1,1,1
STU00175,2024,0.8490000000000001,1,73.25,2,1,72.5,1,1,1,1
STU00175,2025,0.894,1,67.75,2,1,67.25,1,1,1,1
STU00176,2023,0.942,0,74.75,1,0,74.25,1,0,1,0
STU00176,2024,0.989,0,80.5,1,0,83.0,1,0,1,0
STU00176,2025,0.958,0,76.75,1,0,73.5,1,0,1,0
STU00177,2023,1.0,0,81.0,1,0,83.5,1,0,1,0
STU00177,2024,0.948,0,79.0,0,0,78.5,0,0,0,0
STU00177,2025,0.945,0,86.0,0,0,88.5,0,0,0,0
STU00178,2023,0.926,0,73.5,2,0,74.5,1,0,1,0
STU00178,2024,0.902,0,62.5,3,3,56.75,1,0,1,1
STU00178,2025,0.897,1,68.0,2,1,68.75,1,1,1,1
STU00179,2023,0.958,0,79.75,0,0,79.0,0,0,0,0
STU00179,2024,0.932,0,71.75,2,1,71.75,1,0,1,1
STU00179,2025,0.961,0,77.0,2,0,78.75,1,0,1,0
STU00180,2023,0.944,0,68.5,3,1,64.5,1,0,1,1
STU00180,2024,0.922,0,69.25,2,1,68.25,1,0,1,1
STU00180,2025,0.948,0,80.0,1,0,78.5,1,0,1,0
STU00181,2023,0.911,0,69.0,2,1,63.5,1,0,1,1
STU00181,2024,0.976,0,82.25,0,0,84.0,0,0,0,0
STU00181,2025,0.921,0,72.75,2,0,69.25,1,0,1,0
STU00182,2023,0.954,0,87.25,0,0,85.25,0,0,0,0
STU00182,2024,0.966,0,79.25,1,0,83.5,1,0,1,0
STU00182,2025,0.942,0,75.75,1,0,74.25,1,0,1,0
STU00183,2023,0.958,0,80.0,1,0,84.5,1,0,1,0
STU00183,2024,0.961,0,76.0,1,0,75.75,1,0,1,0
STU00183,2025,0.964,0,71.5,2,1,70.5,1,0,1,1
STU00184,2023,0.966,0,82.0,1,0,81.66666666666667,1,0,1,0
STU00184,2024,0.938,0,88.75,0,0,88.25,0,0,0,0
STU00184,2025,0.989,0,87.0,0,0,85.75,0,0,0,0
STU00185,2023,0.87,1,70.25,1,1,78.0,1,1,1,1
STU00185,2024,0.966,0,72.5,2,0,71.5,1,0,1,0
STU00185,2025,0.988,0,71.75,1,0,75.75,1,0,1,0
STU00186,2023,0.949,0,74.0,2,0,73.75,1,0,1,0
STU00186,2024,0.934,0,76.25,1,1,70.75,1,0,1,1
STU00186,2025,0.959,0,72.25,1,1,70.5,1,0,1,1
STU00187,2023,0.891,1,72.75,3,1,70.25,1,1,1,1
STU00187,2024,0.924,0,79.5,1,1,74.75,1,0,1,1
STU00187,2025,0.928,0,75.25,2,0,71.75,1,0,1,0
STU00188,2023,0.965,0,85.5,0,0,87.5,0,0,0,0
STU00188,2024,0.92,0,73.0,1,0,75.0,1,0,1,0
STU00188,2025,0.943,0,78.75,0,0,80.75,0,0,0,0
STU00189,2023,0.909,0,61.75,4,2,60.75,1,0,1,1
STU00189,2024,0.882,1,62.25,3,2,64.75,1,1,1,1
STU00189,2025,0.867,1,66.75,2,1,63.0,1,1,1,1
STU00190,2023,0.943,0,73.75,1,1,67.0,1,0,1,1
STU00190,2024,0.899,1,76.75,0,0,73.5,1,1,0,0
STU00190,2025,0.947,0,80.5,0,0,83.5,0,0,0,0
STU00191,2023,0.902,0,62.0,3,2,63.75,1,0,1,1
STU00191,2024,0.966,0,68.75,2,1,67.5,1,0,1,1
STU00191,2025,0.0115,1,72.0,2,1,68.5,1,1,1,1
STU00192,2023,0.925,0,68.75,2,0,67.25,1,0,1,0
STU00192,2024,0.935,0,72.75,1,1,76.75,1,0,1,1
STU00192,2025,0.83,1,66.5,2,1,63.25,1,1,1,1
STU00193,2023,0.893,1,65.75,2,1,66.75,1,1,1,1
STU00193,2024,0.942,0,72.75,2,1,74.5,1,0,1,1
STU00193,2025,0.8682634730538922,1,74.75,1,0,72.25,1,1,1,0
STU00194,2023,0.872,1,71.5,1,1,64.5,1,1,1,1
STU00194,2024,0.922,0,64.75,2,0,67.5,1,0,1,0
STU00194,2025,0.94,0,70.75,2,0,75.25,1,0,1,0
STU00195,2023,0.994,0,83.25,1,1,81.75,1,0,1,1
STU00195,2024,0.989,0,79.0,1,0,78.5,1,0,1,0
STU00195,2025,0.943,0,75.0,1,0,73.25,1,0,1,0
STU00196,2023,0.978,0,90.25,0,0,84.5,0,0,0,0
STU00196,2024,0.919,0,79.75,1,0,75.5,1,0,1,0
STU00196,2025,0.994,0,85.0,0,0,81.5,0,0,0,0
STU00197,2023,0.943,0,64.0,4,2,59.25,1,0,1,1
STU00197,2024,0.944,0,68.0,2,1,66.75,1,0,1,1
STU00197,2025,0.844,1,60.75,3,2,64.75,1,1,1,1
STU00198,2023,0.948,0,71.5,1,1,69.25,1,0,1,1
STU00198,2024,0.994,0,79.5,0,0,85.75,0,0,0,0
STU00198,2025,0.96,0,80.5,1,0,80.25,1,0,1,0
STU00199,2023,0.935,0,68.75,1,1,67.0,1,0,1,1
STU00199,2024,0.964,0,86.5,1,0,89.75,1,0,1,0
STU00199,2025,0.971,0,76.75,1,0,77.75,1,0,1,0
STU00200,2023,0.943,0,68.75,2,0,70.5,1,0,1,0
STU00200,2024,0.942,0,77.5,1,0,76.5,1,0,1,0
STU00200,2025,0.982,0,78.5,1,0,79.25,1,0,1,0
STU00201,2023,0.915,0,65.75,3,1,65.25,1,0,1,1
STU00201,2024,0.916,0,75.5,0,0,76.5,0,0,0,0
STU00201,2025,1.0,0,75.5,1,0,76.75,1,0,1,0
STU00202,2023,0.843,1,67.0,2,0,65.0,1,1,1,0
STU00202,2024,0.948,0,70.25,1,0,74.5,1,0,1,0
STU00202,2025,0.943,0,85.5,0,0,79.75,0,0,0,0
STU00203,2023,0.859,1,53.5,4,1,59.5,1,1,1,1
STU00203,2024,0.895,1,57.75,4,1,60.5,1,1,1,1
STU00203,2025,0.838,1,53.75,4,2,55.75,1,1,1,1
STU00204,2023,0.938,0,78.25,1,0,77.0,1,0,1,0
STU00204,2024,0.91,0,72.0,1,0,67.25,1,0,1,0
STU00204,2025,0.887,1,69.75,3,1,69.5,1,1,1,1
STU00205,2023,0.908,0,67.75,1,1,69.25,1,0,1,1
STU00205,2024,1.0,0,77.75,0,1,75.25,1,0,0,1
STU00205,2025,0.906,0,76.5,2,0,76.75,1,0,1,0
STU00206,2023,0.929,0,78.0,1,1,81.5,1,0,1,1
STU00206,2024,0.967,0,90.0,0,0,92.75,0,0,0,0
STU00206,2025,1.0,0,81.25,0,0,79.5,0,0,0,0
STU00207,2023,0.976,0,74.5,1,0,76.5,1,0,1,0
STU00207,2024,0.899,1,68.25,2,2,62.5,1,1,1,1
STU00207,2025,0.983,0,71.25,1,0,70.5,1,0,1,0
STU00208,2023,0.923,0,68.75,2,1,68.25,1,0,1,1
STU00208,2024,0.931,0,73.5,1,0,70.75,1,0,1,0
STU00208,2025,0.932,0,77.25,1,0,82.5,1,0,1,0
STU00209,2023,0.958,0,75.25,0,0,75.75,0,0,0,0
STU00209,2024,0.949,0,81.0,1,0,82.0,1,0,1,0
STU00209,2025,0.922,0,80.0,0,0,82.75,0,0,0,0
STU00210,2023,0.896,1,66.75,3,1,66.5,1,1,1,1
STU00210,2024,0.893,1,63.0,2,2,59.25,1,1,1,1
STU00210,2025,0.873,1,61.75,4,0,64.0,1,1,1,0
STU00211,2023,0.966,0,74.5,1,0,79.5,1,0,1,0
STU00211,2024,0.922,0,71.5,2,1,71.25,1,0,1,1
STU00211,2025,0.953,0,84.75,0,0,86.0,0,0,0,0
STU00212,2023,0.912,0,69.25,2,0,74.0,1,0,1,0
STU00212,2024,0.935,0,76.0,2,0,75.0,1,0,1,0
STU00212,2025,0.89,1,73.0,0,0,71.5,1,1,0,0
STU00213,2023,0.921,0,76.75,1,0,81.25,1,0,1,0
STU00213,2024,0.935,0,74.0,1,0,71.5,1,0,1,0
STU00213,2025,0.876,1,62.0,3,1,64.5,1,1,1,1
STU00214,2023,0.964,0,80.75,0,0,83.0,0,0,0,0
STU00214,2024,0.994,0,78.75,0,0,81.25,0,0,0,0
STU00214,2025,0.875,1,63.0,2,2,62.25,1,1,1,1
STU00215,2023,0.908,0,63.5,4,3,58.25,1,0,1,1
STU00215,2024,0.9,0,59.0,3,2,55.333333333333336,1,0,1,1
STU00215,2025,0.869,1,69.25,1,0,75.25,1,1,1,0
STU00216,2023,0.939,0,73.5,1,0,73.75,1,0,1,0
STU00216,2024,0.972,0,78.0,1,0,75.75,1,0,1,0
STU00216,2025,0.961,0,70.0,2,0,73.0,1,0,1,0
STU00217,2023,0.937,0,67.0,2,1,68.75,1,0,1,1
STU00217,2024,0.946,0,67.0,2,1,62.5,1,0,1,1
STU00217,2025,0.915,0,69.25,3,0,69.0,1,0,1,0
STU00218,2023,1.0,0,77.5,1,1,77.5,1,0,1,1
STU00218,2024,0.949,0,74.5,1,0,74.0,1,0,1,0
STU00218,2025,0.944,0,75.5,1,0,75.75,1,0,1,0
STU00219,2023,0.927,0,70.75,1,0,73.0,1,0,1,0
STU00219,2024,0.939,0,71.0,3,0,76.75,1,0,1,0
STU00219,2025,0.917,0,71.0,3,3,65.75,1,0,1,1
STU00220,2023,0.91,0,69.75,3,0,70.0,1,0,1,0
STU00220,2024,0.939,0,69.0,2,1,66.0,1,0,1,1
STU00220,2025,0.933,0,76.5,0,0,74.5,0,0,0,0
STU00221,2023,0.874,1,59.25,4,1,60.0,1,1,1,1
STU00221,2024,0.948,0,70.75,1,0,68.0,1,0,1,0
STU00221,2025,0.907,0,73.5,0,0,78.5,0,0,0,0
STU00222,2023,0.88,1,72.0,2,1,69.75,1,1,1,1
STU00222,2024,0.964,0,73.0,0,1,66.25,1,0,0,1
STU00222,2025,0.849,1,77.0,1,1,72.5,1,1,1,1
STU00223,2023,0.931,0,65.75,2,1,65.25,1,0,1,1
STU00223,2024,0.904,0,71.25,2,1,67.5,1,0,1,1
STU00223,2025,0.896,1,72.75,2,0,76.25,1,1,1,0
STU00224,2023,0.918,0,65.5,4,3,57.25,1,0,1,1
STU00224,2024,0.869,1,68.0,2,0,69.5,1,1,1,0
STU00224,2025,0.928,0,72.5,0,0,71.0,0,0,0,0
STU00225,2023,0.884,1,64.0,3,1,63.75,1,1,1,1
STU00225,2024,0.936,0,63.75,4,1,65.5,1,0,1,1
STU00225,2025,0.862,1,60.25,3,3,55.25,1,1,1,1
STU00226,2023,0.865,1,51.0,4,4,44.5,1,1,1,1
STU00226,2024,0.864,1,61.5,3,1,59.75,1,1,1,1
STU00226,2025,0.86,1,56.75,4,2,54.75,1,1,1,1
STU00227,2023,0.938,0,80.0,0,0,79.25,0,0,0,0
STU00227,2024,0.952,0,72.0,1,0,74.75,1,0,1,0
STU00227,2025,0.911,0,69.75,2,1,65.75,1,0,1,1
STU00228,2023,0.977,0,74.75,1,0,75.0,1,0,1,0
STU00228,2024,0.892,1,80.25,0,0,78.75,1,1,0,0
STU00228,2025,0.916,0,74.5,1,0,71.5,1,0,1,0
STU00229,2023,0.868,1,59.0,4,2,60.25,1,1,1,1
STU00229,2024,0.885,1,62.75,4,1,57.0,1,1,1,1
STU00229,2025,0.864,1,64.5,3,2,63.25,1,1,1,1
STU00230,2023,0.988,0,74.0,1,1,69.25,1,0,1,1
STU00230,2024,0.887,1,73.5,1,1,73.5,1,1,1,1
STU00230,2025,0.977,0,76.5,1,0,78.25,1,0,1,0
STU00231,2023,0.881,1,60.0,3,2,55.5,1,1,1,1
STU00231,2024,0.914,0,60.75,4,2,62.25,1,0,1,1
STU00231,2025,0.902,0,59.5,4,0,62.75,1,0,1,0
STU00232,2023,0.905,0,52.0,4,4,53.0,1,0,1,1
STU00232,2024,0.839,1,59.25,4,1,57.0,1,1,1,1
STU00232,2025,0.901,0,52.75,4,3,52.25,1,0,1,1
STU00233,2023,0.91,0,67.5,3,0,71.0,1,0,1,0
STU00233,2024,1.0,0,79.5,0,0,84.25,0,0,0,0
STU00233,2025,0.932,0,80.75,0,0,80.5,0,0,0,0
STU00234,2023,0.916,0,63.5,3,1,65.0,1,0,1,1
STU00234,2024,0.934,0,68.75,1,1,70.75,1,0,1,1
STU00234,2025,0.933,0,75.25,1,0,71.5,1,0,1,0
STU00235,2023,0.964,0,82.0,0,0,77.0,0,0,0,0
STU00235,2024,0.902,0,83.75,0,0,84.0,0,0,0,0
STU00235,2025,0.953,0,84.25,0,0,84.25,0,0,0,0
STU00236,2023,0.94,0,72.75,1,1,77.25,1,0,1,1
STU00236,2024,0.944,0,77.0,2,0,77.75,1,0,1,0
STU00236,2025,0.917,0,81.25,0,0,78.25,0,0,0,0
STU00237,2023,0.863,1,69.5,1,0,73.25,1,1,1,0
STU00237,2024,0.895,1,63.5,4,1,66.0,1,1,1,1
STU00237,2025,0.934,0,72.0,2,0,69.5,1,0,1,0
STU00238,2023,0.867,1,61.75,4,1,62.0,1,1,1,1
STU00238,2024,0.868,1,56.75,4,3,54.25,1,1,1,1
STU00238,2025,0.861,1,54.0,4,3,56.0,1,1,1,1
STU00239,2023,0.908,0,75.75,1,0,77.75,1,0,1,0
STU00239,2024,0.978,0,72.25,1,0,70.0,1,0,1,0
STU00239,2025,0.945,0,78.75,0,0,79.75,0,0,0,0
STU00240,2023,0.922,0,65.0,3,0,65.0,1,0,1,0
STU00240,2024,0.858,1,65.0,3,2,64.5,1,1,1,1
STU00240,2025,0.917,0,78.25,1,1,75.25,1,0,1,1
STU00241,2023,0.913,0,70.75,2,1,72.25,1,0,1,1
STU00241,2024,0.935,0,78.5,0,0,80.0,0,0,0,0
STU00241,2025,0.982,0,80.33333333333333,0,0,84.25,0,0,0,0
STU00242,2023,0.908,0,74.25,0,0,72.5,0,0,0,0
STU00242,2024,0.922,0,75.0,0,0,75.75,0,0,0,0
STU00242,2025,0.97,0,73.5,1,1,70.25,1,0,1,1
STU00243,2023,0.964,0,83.75,0,0,80.75,0,0,0,0
STU00243,2024,0.977,0,84.0,0,0,84.25,0,0,0,0
STU00243,2025,0.937,0,87.5,1,1,85.5,1,0,1,1
STU00244,2023,0.931,0,72.25,1,0,70.25,1,0,1,0
STU00244,2024,0.896,1,66.5,3,1,67.0,1,1,1,1
STU00244,2025,0.971,0,74.0,1,0,72.75,1,0,1,0
STU00245,2023,0.911,0,59.75,3,1,57.75,1,0,1,1
STU00245,2024,0.904,0,72.0,1,0,74.25,1,0,1,0
STU00245,2025,0.902,0,72.0,2,0,67.0,1,0,1,0
STU00246,2023,0.923,0,80.0,0,0,79.5,0,0,0,0
STU00246,2024,0.982,0,83.5,0,0,83.25,0,0,0,0
STU00246,2025,0.919,0,82.75,0,0,81.75,0,0,0,0
STU00247,2023,0.919,0,73.0,1,0,75.75,1,0,1,0
STU00247,2024,0.936,0,73.75,2,0,75.25,1,0,1,0
STU00247,2025,0.989,0,75.25,1,1,79.75,1,0,1,1
STU00248,2023,0.966,0,75.0,0,0,76.5,0,0,0,0
STU00248,2024,0.947,0,73.5,0,0,72.5,0,0,0,0
STU00248,2025,0.944,0,79.0,0,0,76.0,0,0,0,0
STU00249,2023,0.897,1,70.0,2,1,70.25,1,1,1,1
STU00249,2024,0.916,0,75.25,1,0,77.25,1,0,1,0
STU00249,2025,0.895,1,81.0,0,0,81.75,1,1,0,0
STU00250,2023,0.949,0,70.75,2,1,68.0,1,0,1,1
STU00250,2024,0.937,0,62.25,4,0,64.75,1,0,1,0
STU00250,2025,0.884,1,69.0,2,1,66.75,1,1,1,1
STU00251,2023,0.953,0,60.25,4,3,56.75,1,0,1,1
STU00251,2024,0.914,0,71.5,2,1,71.5,1,0,1,1
STU00251,2025,0.882,1,61.5,4,3,61.0,1,1,1,1
STU00252,2023,1.0,0,84.25,1,0,81.0,1,0,1,0
STU00252,2024,1.0,0,86.75,0,0,86.75,0,0,0,0
STU00252,2025,0.976,0,93.0,0,0,96.5,0,0,0,0
STU00253,2023,0.943,0,70.0,3,0,74.75,1,0,1,0
STU00253,2024,0.867,1,65.5,2,0,71.25,1,1,1,0
STU00253,2025,0.952,0,70.25,1,0,73.5,1,0,1,0
STU00254,2023,0.864,1,68.5,2,1,68.25,1,1,1,1
STU00254,2024,0.936,0,77.25,0,0,75.0,0,0,0,0
STU00254,2025,0.922,0,79.25,1,0,76.0,1,0,1,0
STU00255,2023,0.977,0,80.0,0,0,83.75,0,0,0,0
STU00255,2024,0.946,0,79.0,1,0,78.0,1,0,1,0
STU00255,2025,0.954,0,81.25,1,1,82.5,1,0,1,1
STU00256,2023,0.904,0,66.75,3,1,67.5,1,0,1,1
STU00256,2024,0.959,0,71.0,2,2,66.75,1,0,1,1
STU00256,2025,0.942,0,71.25,1,0,72.5,1,0,1,0
STU00257,2023,0.942,0,72.25,1,0,73.75,1,0,1,0
STU00257,2024,0.922,0,76.25,0,0,77.5,0,0,0,0
STU00257,2025,0.994,0,75.5,1,0,80.25,1,0,1,0
STU00258,2023,0.944,0,60.5,3,2,57.25,1,0,1,1
STU00258,2024,0.84,1,54.25,3,2,54.5,1,1,1,1
STU00258,2025,0.871,1,54.75,4,2,58.5,1,1,1,1
STU00259,2023,0.93,0,72.75,2,0,73.0,1,0,1,0
STU00259,2024,0.935,0,63.0,3,1,63.5,1,0,1,1
STU00259,2025,0.966,0,75.0,2,1,73.75,1,0,1,1
STU00260,2023,0.915,0,66.75,3,1,67.0,1,0,1,1
STU00260,2024,0.94,0,75.25,0,0,80.5,0,0,0,0
STU00260,2025,0.937,0,79.75,0,0,76.75,0,0,0,0
STU00261,2023,0.8571428571428571,1,68.5,2,1,66.25,1,1,1,1
STU00261,2024,0.881,1,54.5,4,3,56.0,1,1,1,1
STU00261,2025,0.944,0,67.25,2,0,70.75,1,0,1,0
STU00262,2023,0.956,0,75.25,0,0,74.25,0,0,0,0
STU00262,2024,0.952,0,78.5,1,0,80.25,1,0,1,0
STU00262,2025,0.944,0,82.25,1,1,78.0,1,0,1,1
STU00263,2023,0.972,0,61.75,2,2,56.25,1,0,1,1
STU00263,2024,0.936,0,64.75,3,0,63.75,1,0,1,0
STU00263,2025,0.929,0,67.25,2,0,72.75,1,0,1,0
STU00264,2023,0.944,0,78.25,0,0,71.5,0,0,0,0
STU00264,2024,0.96,0,74.75,1,0,73.0,1,0,1,0
STU00264,2025,0.893,1,71.5,2,0,72.5,1,1,1,0
STU00265,2023,0.911,0,63.25,3,0,65.5,1,0,1,0
STU00265,2024,0.893,1,61.25,3,2,56.75,1,1,1,1
STU00265,2025,0.947,0,67.0,3,0,68.0,1,0,1,0
STU00266,2023,0.915,0,74.25,2,0,74.5,1,0,1,0
STU00266,2024,0.994,0,80.5,0,0,79.5,0,0,0,0
STU00266,2025,0.899,1,74.75,2,0,73.0,1,1,1,0
STU00267,2023,0.988,0,76.75,1,0,69.33333333333333,1,0,1,0
STU00267,2024,0.972,0,80.75,0,0,79.0,0,0,0,0
STU00267,2025,0.939,0,81.5,1,0,79.75,1,0,1,0
STU00268,2023,0.873,1,61.5,3,2,61.0,1,1,1,1
STU00268,2024,0.901,0,72.0,2,1,72.25,1,0,1,1
STU00268,2025,0.925,0,68.0,2,1,67.0,1,0,1,1
STU00269,2023,0.894,1,55.75,3,3,52.5,1,1,1,1
STU00269,2024,0.915,0,73.5,1,0,72.0,1,0,1,0
STU00269,2025,0.927,0,66.25,3,1,65.75,1,0,1,1
STU00270,2023,0.909,0,67.25,1,1,67.5,1,0,1,1
STU00270,2024,0.929,0,71.5,1,0,73.5,1,0,1,0
STU00270,2025,0.84,1,64.25,3,1,70.0,1,1,1,1
STU00271,2023,0.966,0,78.25,1,0,77.75,1,0,1,0
